week_start,trend_index_raw,trend_index,trend_index_ma4,trend_index_z
2024-03-31,10.5,17.796610169491526,18.64406779661017,-0.25578545552513343
2024-04-07,9.5,14.40677966101695,18.85593220338983,-0.561323230774835
2024-04-14,9.75,15.254237288135593,17.796610169491526,-0.48493878696240966
2024-04-21,11.5,21.1864406779661,17.16101694915254,0.049752319724568055
2024-04-28,10.75,18.64406779661017,17.372881355932204,-0.17940101171270806
2024-05-05,11.75,22.033898305084747,19.279661016949152,0.12613676353699374
2024-05-12,9.75,15.254237288135593,19.279661016949152,-0.48493878696240966
2024-05-19,9.75,15.254237288135593,17.796610169491526,-0.48493878696240966
2024-05-26,9.5,14.40677966101695,16.73728813559322,-0.561323230774835
2024-06-02,9.5,14.40677966101695,14.83050847457627,-0.561323230774835
2024-06-09,11.0,19.491525423728813,15.889830508474576,-0.10301656790028269
2024-06-16,10.25,16.949152542372882,16.3135593220339,-0.3321698993375588
2024-06-23,10.25,16.949152542372882,16.949152542372882,-0.3321698993375588
2024-06-30,10.25,16.949152542372882,17.584745762711865,-0.3321698993375588
2024-07-07,8.5,11.016949152542374,15.466101694915256,-0.8668610060245366
2024-07-14,9.25,13.559322033898304,14.618644067796609,-0.6377076745872606
2024-07-21,9.5,14.40677966101695,13.983050847457628,-0.561323230774835
2024-07-28,10.0,16.10169491525424,13.771186440677967,-0.4085543431499842
2024-08-04,9.75,15.254237288135593,14.830508474576272,-0.48493878696240966
2024-08-11,10.25,16.949152542372882,15.677966101694917,-0.3321698993375588
2024-08-18,9.5,14.40677966101695,15.677966101694915,-0.561323230774835
2024-08-25,9.25,13.559322033898304,15.042372881355933,-0.6377076745872606
2024-09-01,9.5,14.40677966101695,14.830508474576273,-0.561323230774835
2024-09-08,7.75,8.474576271186441,12.711864406779661,-1.096014337461813
2024-09-15,8.0,9.322033898305085,11.440677966101696,-1.0196298936493875
2024-09-22,8.25,10.169491525423728,10.593220338983052,-0.9432454498369622
2024-09-29,9.5,14.40677966101695,10.593220338983052,-0.561323230774835
2024-10-06,7.5,7.627118644067797,10.38135593220339,-1.1723987812742385
2024-10-13,11.0,19.491525423728813,12.923728813559322,-0.10301656790028269
2024-10-20,7.75,8.474576271186441,12.5,-1.096014337461813
2024-10-27,7.5,7.627118644067797,10.805084745762711,-1.1723987812742385
2024-11-03,7.25,6.779661016949152,10.59322033898305,-1.248783225086664
2024-11-10,7.75,8.474576271186441,7.838983050847458,-1.096014337461813
2024-11-17,9.25,13.559322033898304,9.110169491525424,-0.6377076745872606
2024-11-24,7.5,7.627118644067797,9.110169491525424,-1.1723987812742385
2024-12-01,5.25,0.0,7.415254237288135,-1.8598587755860672
2024-12-08,6.75,5.084745762711864,6.567796610169491,-1.4015521127115145
2024-12-15,6.25,3.389830508474576,4.025423728813559,-1.5543210003363657
2024-12-22,8.0,9.322033898305085,4.4491525423728815,-1.0196298936493875
2024-12-29,8.5,11.016949152542374,7.203389830508475,-0.8668610060245366
2025-01-05,7.5,7.627118644067797,7.838983050847458,-1.1723987812742385
2025-01-12,8.25,10.169491525423728,9.533898305084746,-0.9432454498369622
2025-01-19,8.25,10.169491525423728,9.745762711864407,-0.9432454498369622
2025-01-26,8.0,9.322033898305085,9.322033898305085,-1.0196298936493875
2025-02-02,7.25,6.779661016949152,9.110169491525424,-1.248783225086664
2025-02-09,7.25,6.779661016949152,8.262711864406779,-1.248783225086664
2025-02-16,8.0,9.322033898305085,8.050847457627118,-1.0196298936493875
2025-02-23,8.75,11.864406779661017,8.686440677966102,-0.7904765622121113
2025-03-02,9.5,14.40677966101695,10.593220338983052,-0.561323230774835
2025-03-09,10.25,16.949152542372882,13.135593220338984,-0.3321698993375588
2025-03-16,9.0,12.711864406779661,13.983050847457628,-0.7140921183996859
2025-03-23,10.5,17.796610169491526,15.466101694915256,-0.25578545552513343
2025-03-30,11.5,21.1864406779661,17.16101694915254,0.049752319724568055
2025-04-06,9.5,14.40677966101695,16.52542372881356,-0.561323230774835
2025-04-13,9.0,12.711864406779661,16.52542372881356,-0.7140921183996859
2025-04-20,10.0,16.10169491525424,16.101694915254235,-0.4085543431499842
2025-04-27,10.25,16.949152542372882,15.042372881355934,-0.3321698993375588
2025-05-04,10.75,18.64406779661017,16.10169491525424,-0.17940101171270806
2025-05-11,7.5,7.627118644067797,14.830508474576273,-1.1723987812742385
2025-05-18,10.5,17.796610169491526,15.254237288135593,-0.25578545552513343
2025-05-25,8.5,11.016949152542374,13.771186440677967,-0.8668610060245366
2025-06-01,9.5,14.40677966101695,12.711864406779661,-0.561323230774835
2025-06-08,8.75,11.864406779661017,13.771186440677965,-0.7904765622121113
2025-06-15,11.25,20.338983050847457,14.40677966101695,-0.026632124087857315
2025-06-22,8.75,11.864406779661017,14.61864406779661,-0.7904765622121113
2025-06-29,10.0,16.10169491525424,15.042372881355934,-0.4085543431499842
2025-07-06,10.0,16.10169491525424,16.10169491525424,-0.4085543431499842
2025-07-13,10.75,18.64406779661017,15.677966101694917,-0.17940101171270806
2025-07-20,9.5,14.40677966101695,16.3135593220339,-0.561323230774835
2025-07-27,10.5,17.796610169491526,16.737288135593218,-0.25578545552513343
2025-08-03,9.0,12.711864406779661,15.889830508474576,-0.7140921183996859
2025-08-10,8.5,11.016949152542374,13.983050847457628,-0.8668610060245366
2025-08-17,9.25,13.559322033898304,13.771186440677965,-0.6377076745872606
2025-08-24,9.5,14.40677966101695,12.923728813559322,-0.561323230774835
2025-08-31,9.75,15.254237288135593,13.559322033898304,-0.48493878696240966
2025-09-07,5.75,1.694915254237288,11.228813559322035,-1.7070898879612164
2025-09-14,8.25,10.169491525423728,10.381355932203391,-0.9432454498369622
2025-09-21,7.75,8.474576271186441,8.898305084745763,-1.096014337461813
2025-09-28,8.0,9.322033898305085,7.415254237288136,-1.0196298936493875
2025-10-05,8.0,9.322033898305085,9.322033898305085,-1.0196298936493875
2025-10-12,5.75,1.694915254237288,7.203389830508475,-1.7070898879612164
2025-10-19,7.5,7.627118644067797,6.991525423728814,-1.1723987812742385
2025-10-26,8.75,11.864406779661017,7.627118644067797,-0.7904765622121113
2025-11-02,7.75,8.474576271186441,7.415254237288137,-1.096014337461813
2025-11-09,7.5,7.627118644067797,8.898305084745763,-1.1723987812742385
2025-11-16,7.5,7.627118644067797,8.898305084745763,-1.1723987812742385
2025-11-23,10.5,17.796610169491526,10.381355932203391,-0.25578545552513343
2025-11-30,8.25,10.169491525423728,10.805084745762711,-0.9432454498369622
2025-12-07,7.5,7.627118644067797,10.805084745762713,-1.1723987812742385
2025-12-14,8.25,10.169491525423728,11.440677966101696,-0.9432454498369622
2025-12-21,8.5,11.016949152542374,9.745762711864407,-0.8668610060245366
2025-12-28,10.5,17.796610169491526,11.652542372881356,-0.25578545552513343
2026-01-04,9.25,13.559322033898304,13.135593220338983,-0.6377076745872606
2026-01-11,9.0,12.711864406779661,13.771186440677965,-0.7140921183996859
2026-01-18,9.25,13.559322033898304,14.406779661016948,-0.6377076745872606
2026-01-25,8.0,9.322033898305085,12.288135593220337,-1.0196298936493875
2026-02-01,9.5,14.40677966101695,12.5,-0.561323230774835
2026-02-08,7.0,5.932203389830509,10.805084745762713,-1.3251676688990892
2026-02-15,8.75,11.864406779661017,10.381355932203391,-0.7904765622121113
