zip5,population,median_income,young_adult_share,median_gross_rent,median_home_value
27340,54,-666666666,0.0,1100.0,200000.0
27341,4201,55938,0.0354677457748155,741.0,155300.0
27342,72,113750,0.0,2843.75,182100.0
27343,1606,97104,0.099626400996264,2427.6,375000.0
27344,18804,62493,0.0550414805360561,1072.0,176800.0
27349,6225,69375,0.0714859437751004,778.0,202100.0
27350,6110,66612,0.0888707037643207,953.0,159900.0
27351,143,-666666666,0.4265734265734265,1100.0,200000.0
27355,2043,43409,0.0469897209985315,747.0,132100.0
27356,3112,58156,0.0321336760925449,752.0,155400.0
27357,9785,78779,0.0708226877874297,856.0,259600.0
27358,15283,128843,0.0457370935025845,1101.0,410000.0
27360,48520,60898,0.0567394888705688,853.0,174500.0
27370,15223,70893,0.0600407278460224,904.0,172600.0
27371,7842,62392,0.0466717674062739,584.0,157300.0
27374,235,-666666666,0.0,1100.0,200000.0
27376,9693,74891,0.0584958217270195,984.0,314700.0
27377,10388,78517,0.0302271852137081,1204.0,259300.0
27379,4143,41361,0.0349987931450639,608.0,155600.0
27401,21788,44524,0.1539379474940334,883.0,138300.0
27403,20675,56722,0.1815235792019347,998.0,218600.0
27405,52525,46498,0.0764969062351261,1002.0,150600.0
27406,63661,56748,0.0606336689653005,1103.0,191800.0
27407,52583,59308,0.0904094479204305,1113.0,203800.0
27408,16229,89524,0.0441801712982931,1139.0,331000.0
27409,16927,57862,0.0846576475453417,1173.0,189200.0
27410,54317,84225,0.0578640204724119,1307.0,308200.0
27411,1649,-666666666,0.2098241358399029,1100.0,200000.0
27412,3150,-666666666,0.279047619047619,1100.0,200000.0
27455,29392,93841,0.0587574850299401,1231.0,324200.0
27501,23237,71217,0.0612815767956276,1008.0,251100.0
27502,47436,137088,0.0377561345813306,1786.0,491900.0
27503,5092,107173,0.0257266300078554,2679.325,369300.0
27504,15999,68376,0.0671916994812175,995.0,217400.0
27505,7985,77629,0.0672510958046336,975.0,190900.0
27506,1064,-666666666,0.2979323308270676,1100.0,200000.0
27507,1983,110952,0.1139687342410489,2773.7999999999997,171900.0
27508,2448,50750,0.0465686274509803,859.0,252600.0
27509,7838,70886,0.0782087267159989,1177.0,207000.0
27510,13739,62737,0.1286847659946138,1360.0,439200.0
27511,33279,104072,0.047807926920881,1436.0,416600.0
27513,47444,119458,0.0565930360003372,1491.0,468300.0
27514,32612,94167,0.1725745124494051,1491.0,628700.0
27516,46372,100788,0.1354049857672733,1446.0,508400.0
27517,28676,124821,0.0615148556284,1518.0,571900.0
27518,18995,121242,0.0514872334824953,1537.0,594900.0
27519,67976,159414,0.0488554784041426,1854.0,614100.0
27520,48662,84545,0.071267107804858,1430.0,282200.0
27521,6607,57540,0.04026032995308,912.0,201700.0
27522,13654,74722,0.0610077632928079,1082.0,253600.0
27523,18330,122401,0.0414620840152755,1805.0,585900.0
27524,14420,76141,0.0428571428571428,1011.0,210900.0
27525,16485,68847,0.0436154079466181,1011.0,258300.0
27526,59306,105055,0.0449027079890736,1591.0,372300.0
27527,35968,111011,0.05894128113879,1617.0,360700.0
27529,55201,86426,0.0740928606365826,1379.0,325600.0
27530,37442,55507,0.0578494738528924,827.0,176500.0
27531,660,-666666666,0.6893939393939394,1100.0,200000.0
27533,200,-666666666,0.05,1100.0,200000.0
27534,31340,59950,0.0705807275047862,1106.0,187700.0
27536,15293,39491,0.0665010135356045,841.0,120600.0
27537,23795,52345,0.0609791973103593,915.0,150800.0
27539,25944,140121,0.0320690718470551,1781.0,494400.0
27540,45993,125681,0.0272867610288522,1718.0,474700.0
27541,3862,74561,0.0484205075090626,1579.0,237900.0
27542,9441,56157,0.0479822052748649,769.0,180800.0
27544,3991,63393,0.0313204710598847,817.0,163400.0
27545,33750,85400,0.0533629629629629,1560.0,301300.0
27546,20802,61781,0.0910008653014133,1079.0,227000.0
27549,25826,63534,0.075815070084411,954.0,191400.0
27551,1888,77778,0.0164194915254237,1018.0,172500.0
27553,1953,27462,0.0599078341013824,735.0,257700.0
27555,788,51094,0.0444162436548223,748.0,212500.0
27556,180,-666666666,0.0444444444444444,1100.0,82200.0
27557,8407,65833,0.0519804924467705,851.0,167300.0
27559,2607,63750,0.0360567702339854,1341.0,347000.0
27560,39442,117340,0.073170731707317,1760.0,466900.0
27562,5044,168804,0.0392545598731165,4200.0,590100.0
27563,5300,39732,0.0152830188679245,703.0,87300.0
27565,23658,59406,0.064417955871164,903.0,193400.0
27568,1563,72639,0.0063979526551503,881.0,233100.0
27569,8396,73507,0.0418056217246307,967.0,194000.0
27570,0,-666666666,,1100.0,200000.0
27571,8908,129340,0.0296362819937135,982.0,442300.0
27572,6524,96128,0.0229920294297976,777.0,253300.0
27573,11954,44234,0.0534549104902124,761.0,159800.0
27574,14163,65378,0.0641813175174751,986.0,183200.0
27576,20104,62044,0.0537703939514524,874.0,178200.0
27577,26946,56237,0.057670897350256,802.0,230200.0
27581,3941,68235,0.074854097944684,1101.0,214000.0
27582,307,48958,0.0,736.0,156300.0
27583,6633,76659,0.0340720639228101,817.0,253800.0
27584,192,2499,0.0625,1100.0,200000.0
27587,81902,125607,0.0414397694805987,1415.0,452400.0
27589,6763,43878,0.0607718468135442,830.0,99700.0
27591,26745,76710,0.0596747055524397,1280.0,288100.0
27592,20239,94564,0.0523247196007707,940.0,335100.0
27593,0,-666666666,,1100.0,200000.0
27594,75,-666666666,0.0,1100.0,200000.0
27596,19574,90189,0.0388781036068253,1147.0,343200.0
27597,29003,81862,0.0388925283591352,985.0,272000.0
27599,0,-666666666,,1100.0,200000.0
27601,9702,70433,0.1057513914656771,1499.0,572600.0
27603,53835,87939,0.0946781833379771,1496.0,347000.0
27604,44094,72793,0.0488275048759468,1386.0,293100.0
27605,6121,63267,0.1983336056199967,1577.0,440300.0
27606,45728,75640,0.1639039538138558,1369.0,423900.0
27607,26062,95216,0.1898933312869311,1529.0,639200.0
27608,12522,155433,0.0263536176329659,1487.0,911000.0
27609,35548,81538,0.0496511758748734,1393.0,441100.0
27610,80173,66245,0.0596959075998154,1319.0,260300.0
27612,40475,95565,0.0589499691167387,1544.0,481500.0
27613,44357,119362,0.0421579457582794,1478.0,478600.0
27614,33021,122258,0.0350988764725477,1548.0,530100.0
27615,45722,107051,0.0456672936441975,1533.0,441100.0
27616,61161,81534,0.0725789310181324,1514.0,314800.0
27617,20012,109991,0.0592144713172096,1679.0,448300.0
27695,1922,-666666666,0.109261186264308,1100.0,200000.0
27697,0,-666666666,,1100.0,200000.0
27701,24881,66852,0.0775290382219364,1279.0,457600.0
27703,62994,86953,0.0521636981299806,1469.0,340500.0
27704,41346,62435,0.0564262564697915,1306.0,270000.0
27705,48412,71153,0.0981161695447409,1422.0,398500.0
27707,50865,72432,0.0897080507225007,1364.0,371500.0
27708,3185,-666666666,0.5343799058084773,1100.0,200000.0
27709,0,-666666666,,1100.0,200000.0
27712,23541,91190,0.025742321906461,1614.0,324400.0
27713,58409,96900,0.0612919241897652,1460.0,380500.0
27801,19489,41696,0.0717840833290574,850.0,108600.0
27803,19851,59647,0.0395949826205229,889.0,168600.0
27804,29992,58837,0.0757201920512136,977.0,177600.0
27805,3187,52040,0.0665202384687794,689.0,93000.0
27806,2199,44306,0.1168713051386994,575.0,111200.0
27807,5951,67563,0.0720887245841035,881.0,142900.0
27808,1976,86644,0.0156882591093117,1237.0,384500.0
27809,3917,71512,0.0232320653561399,767.0,156800.0
27810,3637,47171,0.0244707176244157,1057.0,187500.0
27812,2059,51265,0.0723652258377853,792.0,118700.0
27813,714,47337,0.1176470588235294,950.0,111400.0
27814,1746,76857,0.054410080183276,817.0,150000.0
27815,0,-666666666,,1100.0,200000.0
27816,2964,31806,0.0445344129554655,821.0,112100.0
27817,7764,69902,0.0637557959814528,826.0,169400.0
27818,1158,55185,0.1113989637305699,782.0,86400.0
27819,562,38955,0.0480427046263345,1077.0,79000.0
27820,2161,53625,0.0495141138361869,771.0,134800.0
27821,37,91458,0.0,2286.45,411561.0
27822,7745,61189,0.0471271788250484,854.0,157800.0
27823,6498,33549,0.0583256386580486,652.0,87100.0
27824,1093,45255,0.0146386093321134,888.0,102700.0
27825,102,43194,0.3137254901960784,850.0,78000.0
27826,1039,42885,0.012512030798845,814.0,154900.0
27827,119,93542,0.0,2338.5499999999997,45800.0
27828,8155,53523,0.0183936235438381,947.0,156000.0
27829,1525,58385,0.1442622950819672,703.0,87400.0
27830,3992,51115,0.0363226452905811,807.0,159600.0
27831,2640,34262,0.0462121212121212,802.0,75800.0
27832,2525,47096,0.0867326732673267,706.0,87500.0
27834,55073,48081,0.1019555862219236,941.0,161700.0
27837,6537,77768,0.0163683646932843,911.0,130500.0
27839,3595,51818,0.0993045897079276,867.0,94400.0
27840,254,24596,0.0,1100.0,62300.0
27841,49,21058,0.0,688.0,200000.0
27842,1439,87500,0.0514246004169562,1156.0,482100.0
27843,976,56726,0.0297131147540983,769.0,94300.0
27844,3361,38058,0.0487950014876524,692.0,90500.0
27845,2339,49021,0.0346301838392475,750.0,87200.0
27846,2689,44511,0.0881368538490145,703.0,102900.0
27847,1026,32986,0.0107212475633528,1098.0,59500.0
27849,1221,45855,0.027027027027027,952.0,71000.0
27850,6817,65651,0.0277248056329763,622.0,177800.0
27851,5366,61556,0.0380171449869549,775.0,127200.0
27852,2415,58864,0.0306418219461697,867.0,137200.0
27853,589,49423,0.1018675721561969,1235.575,74300.0
27855,5635,47500,0.0894409937888198,883.0,99800.0
27856,17001,66147,0.0522322216340215,866.0,181100.0
27857,1211,60158,0.0107349298100743,1503.9499999999998,84700.0
27858,56258,60915,0.220270894806072,1042.0,233200.0
27860,1349,58750,0.0585618977020014,963.0,110900.0
27861,134,21719,0.0,1100.0,72800.0
27862,709,70691,0.0423131170662905,709.0,221300.0
27863,13401,78063,0.0719349302290873,887.0,177600.0
27864,4283,54764,0.0387578799906607,857.0,119300.0
27865,2362,74315,0.0313293818797629,1857.875,180500.0
27866,390,86429,0.0307692307692307,2160.725,388930.5
27869,1760,41819,0.0460227272727272,548.0,89600.0
27870,24778,48994,0.0520219549600452,835.0,117300.0
27871,3559,55067,0.0427086260185445,759.0,114200.0
27872,347,38375,0.1642651296829971,1115.0,98900.0
27873,212,22500,0.0896226415094339,647.0,95000.0
27874,3677,37500,0.0138700027196083,570.0,79500.0
27875,331,19796,0.0,1100.0,94800.0
27876,1181,48696,0.02116850127011,532.0,77800.0
27877,10,-666666666,0.0,1100.0,200000.0
27878,1099,37801,0.0791628753412193,963.0,102500.0
27879,259,36875,0.027027027027027,825.0,113400.0
27880,3976,76903,0.0477867203219315,992.0,206400.0
27881,29,-666666666,0.0,1100.0,23500.0
27882,8629,55972,0.0731255070112411,822.0,161700.0
27883,4447,56380,0.0829772880593658,900.0,110100.0
27884,1608,62017,0.0883084577114427,1550.425,279076.5
27885,949,58448,0.0263435194942044,1385.0,112300.0
27886,18560,51180,0.0413793103448275,751.0,121800.0
27888,1904,42734,0.1286764705882352,678.0,119400.0
27889,24568,52694,0.0543389775317486,847.0,184100.0
27890,2350,31544,0.0719148936170212,728.0,91800.0
27891,4484,65806,0.0361284567350579,1007.0,128400.0
27892,13387,46892,0.0366026742361993,720.0,114100.0
27893,38626,40180,0.0638430073007818,894.0,153000.0
27896,18808,67893,0.0591769459804338,1093.0,213600.0
27897,1397,50863,0.0107372942018611,836.0,74300.0
27909,40878,64039,0.0656343265326092,1146.0,223400.0
27910,10427,43950,0.0601323487100796,785.0,112500.0
27915,364,-666666666,0.0,1100.0,292400.0
27916,1210,76341,0.0586776859504132,1908.5249999999999,366500.0
27917,759,-666666666,0.0540184453227931,1024.0,200000.0
27919,797,59070,0.0589711417816813,728.0,165400.0
27920,1451,67054,0.0771881461061337,1295.0,385400.0
27921,4903,80727,0.0426269630838262,1216.0,300100.0
27922,727,36719,0.0660247592847317,763.0,125800.0
27923,479,68750,0.0292275574112734,1718.75,311200.0
27924,2183,57365,0.0462666055886394,837.0,109800.0
27925,3206,41607,0.037117903930131,612.0,132400.0
27926,1881,57941,0.0058479532163742,1448.5249999999999,237700.0
27927,1129,104808,0.0070859167404783,1368.0,609600.0
27928,1720,61231,0.1023255813953488,594.0,183900.0
27929,3331,122558,0.0375262683878715,1667.0,367300.0
27932,12784,54962,0.0255006257822277,790.0,206700.0
27935,1386,83088,0.0187590187590187,950.0,166200.0
27936,613,43162,0.0473083197389885,1100.0,430100.0
27937,3122,66250,0.0996156310057655,1238.0,146000.0
27938,1863,49757,0.048845947396672,1243.925,119200.0
27939,2422,63188,0.0169281585466556,1092.0,304000.0
27941,448,32188,0.0,1100.0,364100.0
27942,645,42778,0.0542635658914728,1100.0,99600.0
27943,381,48980,0.0603674540682414,1224.5,220410.0
27944,11255,61911,0.0494002665482008,1085.0,216600.0
27946,1027,74485,0.059396299902629,1862.125,198600.0
27947,990,94145,0.0343434343434343,2353.625,305100.0
27948,12628,85319,0.0603420969274627,1539.0,398100.0
27949,8094,109443,0.026192241166296,1364.0,600700.0
27950,1786,83125,0.0537513997760358,1331.0,236500.0
27953,1056,27489,0.0085227272727272,1158.0,202800.0
27954,7080,78291,0.0161016949152542,1313.0,374200.0
27956,201,93594,0.0099502487562189,2339.85,347200.0
27957,1017,37279,0.0108161258603736,834.0,115300.0
27958,13625,109634,0.0440366972477064,1138.0,380600.0
27959,3172,87619,0.0759773013871374,1005.0,451100.0
27960,709,-666666666,0.0183356840620592,1412.0,472200.0
27962,7015,42342,0.0439059158945117,826.0,96500.0
27964,510,70380,0.0372549019607843,1759.5,325000.0
27965,433,61864,0.069284064665127,1546.6000000000001,279500.0
27966,1516,84338,0.0323218997361477,1346.0,328700.0
27967,389,24617,0.1593830334190231,1100.0,78700.0
27968,306,34066,0.1764705882352941,1100.0,431300.0
27969,177,-666666666,0.0,1100.0,308300.0
27970,2769,30556,0.0166124954857349,1021.0,105100.0
27972,228,64405,0.0,1610.125,366700.0
27973,1422,85086,0.0379746835443038,1422.0,316500.0
27974,906,78396,0.1147902869757174,1959.8999999999999,167700.0
27976,4237,96835,0.0210054283691291,2420.875,304300.0
27978,221,49625,0.0,1240.625,267200.0
27979,1060,54293,0.0358490566037735,1357.325,181400.0
27980,1719,73316,0.0244328097731239,1832.8999999999999,194600.0
27981,1802,73542,0.0244173140954495,1031.0,257100.0
27982,138,-666666666,0.0,1100.0,200000.0
27983,8642,44228,0.0673455218699375,748.0,112500.0
27985,326,60114,0.0736196319018405,1203.0,87800.0
27986,1581,48235,0.0702087286527514,879.0,128400.0
28001,26187,55610,0.0571275823882078,823.0,194200.0
28006,1311,50117,0.0091533180778032,1453.0,242000.0
28007,800,52422,0.08375,747.0,98800.0
28009,1343,43068,0.0498883097542814,841.0,130500.0
28012,26519,81057,0.0533579697575323,1288.0,324400.0
28016,12882,52058,0.0662164260208042,880.0,187600.0
28017,465,-666666666,0.4344086021505376,1100.0,200000.0
28018,5298,54432,0.0211400528501321,800.0,152400.0
28019,0,-666666666,,1100.0,200000.0
28020,2344,61750,0.0819112627986348,775.0,177100.0
28021,13668,57652,0.0604331284752707,874.0,196300.0
28023,15255,62064,0.052769583743035,942.0,209700.0
28024,31,-666666666,0.0,1100.0,200000.0
28025,57510,79271,0.0655016518866284,1223.0,264100.0
28027,79429,89101,0.0538971912022057,1433.0,341900.0
28031,31021,115746,0.0348151252377421,1587.0,497400.0
28032,3222,74085,0.0325884543761638,1016.0,273900.0
28033,3100,68643,0.0474193548387096,918.0,204800.0
28034,19470,59969,0.0552645095017976,841.0,221000.0
28036,21824,144920,0.0708852639296187,1709.0,579100.0
28037,27128,109779,0.0412488941315246,1126.0,455700.0
28039,12,-666666666,0.0,1100.0,200000.0
28040,7047,57989,0.0791826309067688,697.0,148000.0
28041,4,-666666666,0.0,1100.0,200000.0
28042,306,-666666666,0.0098039215686274,728.0,91300.0
28043,20896,41746,0.0582408116385911,744.0,176100.0
28052,36896,46015,0.0565101908065915,1058.0,173500.0
28054,39493,59524,0.0683665459701719,1150.0,220200.0
28056,35963,90422,0.0439062369657703,1097.0,283800.0
28071,3056,82286,0.0719895287958115,765.0,209500.0
28072,591,56814,0.1692047377326565,617.0,187300.0
28073,6246,55466,0.0568363752801793,870.0,125800.0
28074,12,-666666666,0.0,1100.0,200000.0
28075,21562,140739,0.0518968555792598,2257.0,444000.0
28076,273,-666666666,0.0,1100.0,200000.0
28077,297,30882,0.0606060606060606,821.0,130700.0
28078,69907,120503,0.0413978571530748,1722.0,441700.0
28079,40820,97602,0.0577413032827045,1895.0,352000.0
28080,8075,76054,0.0367801857585139,1135.0,231300.0
28081,29071,69167,0.0492243128891335,1080.0,257300.0
28083,28474,60563,0.0593523916555454,1120.0,194300.0
28086,28921,56079,0.0651429756924034,879.0,181600.0
28088,2819,56958,0.0230578219226676,751.0,225500.0
28089,141,76250,0.3971631205673759,1906.25,343125.0
28090,7422,52224,0.0361088655348962,680.0,140200.0
28091,1990,54333,0.1010050251256281,865.0,128200.0
28092,40224,62625,0.0647871917263325,937.0,220700.0
28097,7976,77600,0.0520310932798395,861.0,281200.0
28098,3746,51879,0.0597971169247197,1152.0,153300.0
28101,1027,124063,0.0097370983446932,1167.0,342000.0
28102,124,-666666666,0.0080645161290322,1100.0,200000.0
28103,11058,75000,0.0586001085187194,1006.0,230900.0
28104,36232,129775,0.0516394347538087,1705.0,482200.0
28105,45922,104242,0.0476242323940594,1663.0,389100.0
28107,9638,96632,0.0623573355467939,1197.0,352000.0
28108,31,-666666666,0.0,1100.0,200000.0
28109,620,28771,0.35,672.0,185700.0
28110,55807,81221,0.0681097353378608,1313.0,302600.0
28112,27651,74853,0.0653502585801598,1124.0,272300.0
28114,7568,60439,0.0734672304439746,707.0,132400.0
28115,42862,86724,0.0455415052960664,1193.0,330500.0
28117,48170,109310,0.0537886651442806,1593.0,567200.0
28119,2454,38444,0.0460472697636511,858.0,100900.0
28120,24363,74809,0.0553708492385995,1179.0,272500.0
28124,6169,76600,0.0700275571405414,1078.0,267500.0
28125,2769,83894,0.0166124954857349,1083.0,305400.0
28127,7684,78382,0.0346173867777199,853.0,235400.0
28128,7610,59941,0.0638633377135348,828.0,179700.0
28129,5556,73712,0.0583153347732181,872.0,241100.0
28133,2027,55675,0.0947212629501726,975.0,160500.0
28134,13121,82947,0.0399359804892919,1694.0,336200.0
28135,5087,65313,0.0520935718498132,962.0,211900.0
28136,92,78125,0.0217391304347826,1953.125,351562.5
28137,2618,71875,0.0469824293353705,1085.0,250600.0
28138,9795,64032,0.0774885145482389,1015.0,204300.0
28139,18887,52148,0.0323502938529147,842.0,195300.0
28144,27238,51432,0.0767310375211102,982.0,205900.0
28146,31757,67053,0.0608999590641433,888.0,227600.0
28147,25189,59770,0.0693159712572948,1036.0,241600.0
28150,26447,53027,0.0421976027526751,793.0,195600.0
28152,27031,55926,0.0809071066553216,904.0,188200.0
28159,3181,63396,0.0279786230745048,1042.0,160300.0
28160,3825,38625,0.0486274509803921,692.0,121300.0
28163,6158,75483,0.0373497888924975,755.0,267100.0
28164,15991,82661,0.0435244825214183,1161.0,268800.0
28166,11009,85107,0.0627668271414297,1280.0,302300.0
28167,2217,42419,0.0478123590437528,1100.0,215800.0
28168,10436,63396,0.0462821004216174,821.0,176100.0
28169,117,-666666666,0.0,1100.0,200000.0
28170,9595,36139,0.0698280354351224,825.0,109900.0
28173,63503,146196,0.0455726501110183,1700.0,558500.0
28174,9439,71115,0.1699332556414874,1069.0,212400.0
28202,16855,101711,0.1743696232571937,1862.0,425900.0
28203,18324,103860,0.1961362148002619,1829.0,708600.0
28204,9744,89207,0.0749178981937602,1694.0,576900.0
28205,51297,72479,0.0556367818780825,1376.0,410800.0
28206,14726,51456,0.0469917153334238,1225.0,239700.0
28207,9709,212348,0.0366670099907302,1579.0,1348900.0
28208,38948,51339,0.0632895142240936,1173.0,198300.0
28209,23945,97762,0.0675715180622259,1606.0,596000.0
28210,47537,94145,0.0467004649010244,1444.0,486000.0
28211,32637,130221,0.0362778441645984,1660.0,701900.0
28212,42628,51530,0.0662475368302524,1274.0,236300.0
28213,45676,55612,0.116735265785095,1341.0,251700.0
28214,42197,83618,0.0511173780126549,1570.0,258400.0
28215,65789,66065,0.0663180774901579,1349.0,273800.0
28216,54052,64977,0.0567231554799082,1464.0,246100.0
28217,31909,60397,0.0842708953586762,1498.0,238500.0
28223,4248,-666666666,0.3116760828625235,1100.0,200000.0
28226,38985,113203,0.0390919584455559,1477.0,560100.0
28227,60162,75322,0.06050330773578,1412.0,313900.0
28244,0,-666666666,,1100.0,200000.0
28262,45884,66757,0.1251416615813791,1481.0,297300.0
28269,80396,81063,0.0751778695457485,1607.0,300300.0
28270,32913,128660,0.0351228997660498,1662.0,543600.0
28273,49141,84739,0.0635925194847479,1671.0,304900.0
28274,687,-666666666,0.5240174672489083,1100.0,200000.0
28277,72375,122223,0.0425837651122625,1814.0,507600.0
28278,36438,121366,0.0442395301608211,1736.0,413400.0
28280,0,-666666666,,1100.0,200000.0
28282,0,-666666666,,1100.0,200000.0
28301,16221,36955,0.084211824178534,926.0,109900.0
28303,30220,53261,0.0779285241561879,1125.0,174900.0
28304,36634,57867,0.0759676802969918,1218.0,154300.0
28305,5993,70612,0.0325379609544468,1029.0,242600.0
28306,44098,63175,0.049321964714953,1115.0,218900.0
28307,14352,51264,0.2420568561872909,1440.0,230688.0
28308,375,-666666666,0.7173333333333334,1100.0,200000.0
28310,9998,-666666666,0.6345269053810763,1100.0,200000.0
28311,35927,60033,0.0842820163108525,1122.0,195700.0
28312,19889,66441,0.0524410478153753,961.0,207300.0
28314,56200,60036,0.0815658362989323,1197.0,172000.0
28315,14143,73079,0.0441207664569044,1131.0,279700.0
28318,4303,64984,0.0666976528003718,765.0,118300.0
28320,7990,56889,0.0484355444305381,763.0,103200.0
28323,4864,66538,0.0380345394736842,992.0,211800.0
28325,440,43828,0.1954545454545454,805.0,100000.0
28326,25981,77197,0.0587352295908548,1489.0,244500.0
28327,18984,84850,0.0478297513695743,1362.0,299500.0
28328,26314,48137,0.0483392870715208,795.0,152100.0
28330,464,-666666666,0.0,1100.0,200000.0
28331,71,-666666666,0.0,1100.0,200000.0
28332,786,57727,0.099236641221374,692.0,109600.0
28333,10433,40821,0.0695868877599923,859.0,92800.0
28334,22393,54527,0.0582324833653373,826.0,171300.0
28337,8747,37224,0.1019778209671887,682.0,179600.0
28338,3320,58666,0.0602409638554216,600.0,161200.0
28339,6842,51803,0.0377082724349605,1006.0,158200.0
28340,9756,38188,0.0526855268552685,776.0,81900.0
28341,3037,53611,0.0931840632202831,810.0,120300.0
28342,121,80833,0.0,2020.8249999999998,183300.0
28343,1795,35000,0.0997214484679665,766.0,57100.0
28344,4265,48729,0.0339976553341148,780.0,124200.0
28345,12224,38472,0.0810700261780104,652.0,95700.0
28347,1966,39414,0.1393692777212614,758.0,98600.0
28348,38921,65213,0.0547005472624033,1111.0,203700.0
28349,3852,63903,0.0381619937694704,861.0,106700.0
28350,236,-666666666,0.1398305084745762,1100.0,200000.0
28351,4792,46218,0.0575959933222036,818.0,92100.0
28352,24177,41635,0.0632005625180957,771.0,112300.0
28355,0,-666666666,,1100.0,200000.0
28356,5747,63592,0.0401948842874543,731.0,214900.0
28357,2599,47188,0.0334744132358599,862.0,104000.0
28358,33745,46756,0.0584975551933619,837.0,106200.0
28359,947,-666666666,0.0591341077085533,1100.0,200000.0
28360,12735,46560,0.0581861012956419,763.0,107000.0
28362,47,33125,0.0638297872340425,1100.0,112500.0
28363,1001,44362,0.1288711288711288,734.0,99000.0
28364,13184,33889,0.083813713592233,757.0,76100.0
28365,15008,52333,0.0651652452025586,922.0,119000.0
28366,4221,57803,0.0315091210613598,942.0,127600.0
28367,138,63125,0.0,1578.125,37500.0
28368,115,76354,0.2869565217391304,1908.8500000000001,343593.0
28369,1781,42554,0.072992700729927,758.0,75700.0
28371,6458,53781,0.0737070300402601,1081.0,151100.0
28372,12286,31860,0.132834120136741,728.0,100900.0
28373,2508,74375,0.0490430622009569,882.0,230800.0
28374,19501,106746,0.0302035793036254,1691.0,440400.0
28375,177,71705,0.0508474576271186,1792.625,92500.0
28376,43980,61793,0.0525238744884038,1091.0,208100.0
28377,11188,34892,0.0745441544511977,665.0,88900.0
28378,22,-666666666,0.0,1100.0,200000.0
28379,24068,47156,0.0591241482466345,813.0,137100.0
28382,6659,73737,0.096861390599189,962.0,119400.0
28383,6794,37373,0.0459228731233441,783.0,74400.0
28384,11166,48045,0.0480028658427368,808.0,92500.0
28385,2492,72500,0.0453451043338683,546.0,129400.0
28386,5246,30286,0.0583301563095692,684.0,65300.0
28387,15643,73587,0.0474972831298344,1137.0,366600.0
28390,24158,58750,0.0988492424869608,1151.0,195200.0
28391,5956,70227,0.0683344526527871,875.0,184300.0
28392,1564,72019,0.0006393861892583,742.0,107800.0
28393,1918,34494,0.0641293013555787,890.0,69500.0
28394,5091,87407,0.0546061677470045,1130.0,275300.0
28395,2524,80833,0.0566561014263074,1071.0,226200.0
28396,2384,56736,0.0939597315436241,594.0,150200.0
28398,6084,45167,0.0757725180802103,833.0,86000.0
28399,1552,45395,0.027061855670103,779.0,136400.0
28401,21820,52159,0.0619156736938588,1183.0,263000.0
28403,40292,50988,0.1971855455177206,1293.0,337600.0
28405,35159,67809,0.1018800307175972,1405.0,337000.0
28409,35013,108241,0.0385856681803901,1445.0,382900.0
28411,37303,94200,0.0712543227086293,1685.0,363600.0
28412,42452,67396,0.0690191274851597,1326.0,342600.0
28420,2697,51324,0.0326288468668891,1029.0,205100.0
28421,2130,56154,0.0615023474178403,669.0,109000.0
28422,8590,67883,0.0267753201396973,1460.0,295000.0
28423,2477,45556,0.0932579733548647,939.0,120600.0
28424,85,48289,0.0470588235294117,713.0,69000.0
28425,10823,65163,0.0631987434167975,989.0,206300.0
28428,7034,87670,0.057150980949673,1515.0,490100.0
28429,9083,73259,0.0544974127490917,870.0,231900.0
28430,1678,66786,0.0619785458879618,594.0,121000.0
28431,6104,32244,0.0447247706422018,736.0,89700.0
28432,1398,83984,0.0050071530758226,871.0,113700.0
28433,4199,49922,0.0371517027863777,891.0,151700.0
28434,643,43716,0.0342146189735614,580.0,152000.0
28435,2012,41200,0.0477137176938369,581.0,154900.0
28436,2145,66250,0.1659673659673659,1131.0,190500.0
28438,1706,55605,0.107854630715123,638.0,176200.0
28439,1171,28875,0.0461144321093082,690.0,104000.0
28441,2913,42656,0.1156882938551321,928.0,104800.0
28442,1134,58141,0.0158730158730158,1453.5249999999999,109300.0
28443,27203,89392,0.039297136345256,1372.0,356500.0
28444,2756,58051,0.0373730043541364,631.0,261229.5
28445,9784,89250,0.0244276369582992,1318.0,332500.0
28447,1483,73273,0.0229265003371544,1831.8249999999998,194300.0
28448,901,51377,0.0,1284.425,130400.0
28449,2017,106518,0.0203272186415468,1356.0,643400.0
28450,2256,74917,0.051418439716312,983.0,266800.0
28451,44262,77380,0.054697031313542,1465.0,315300.0
28452,752,-666666666,0.1848404255319149,683.0,200000.0
28453,3065,50451,0.0561174551386623,676.0,108900.0
28454,2851,68889,0.0147316730971588,1665.0,193400.0
28455,2021,52805,0.0920336467095497,765.0,78700.0
28456,3565,48164,0.058625525946704,841.0,153600.0
28457,11131,66860,0.0486030006288743,866.0,233300.0
28458,5768,37128,0.0691747572815534,701.0,114600.0
28460,13405,86180,0.0734054457292055,1544.0,310000.0
28461,23186,79681,0.0233330458035021,1356.0,388800.0
28462,12336,58545,0.0513942931258106,859.0,229800.0
28463,7023,38671,0.0894204755802363,673.0,120000.0
28464,2554,50250,0.0109631949882537,925.0,174600.0
28465,8689,83739,0.0220969041316607,1154.0,436200.0
28466,8746,61906,0.0443631374342556,851.0,179800.0
28467,12923,72840,0.0178751063994428,1346.0,281000.0
28468,4844,84934,0.0258051197357555,1379.0,362300.0
