store_id,brand_id,brand,primary_beverage_category,shop_name_input,zip5_input,query_text,place_id,matched_place_name,matched_formatted_address,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,find_status,details_status,fetch_ok,error
BID|PR0052459,bobalust,Bobalust,MilkTea,BOBALUST,98105,"BOBALUST, 4553 UNIVERSITY WAY NE, SEATTLE, WA, 98105",ChIJ2xxT5fgVkFQReKUl3fwqq9k,BobaLust,"4553 University Wy NE, Seattle, WA 98105, United States",https://maps.google.com/?cid=15684677392778241400,https://www.bobalustteahouse.com/,4.4,76.0,,5,5,OK,OK,1,
BID|PR0065136,bobalust,Bobalust,MilkTea,BOBALUST,98166,"BOBALUST, 116 SW 148TH ST, BURIEN, WA, 98166",ChIJq0XB9g5DkFQRtV37mxuvgPw,BobaLust Burien,"116 SW 148th St, Burien, WA 98166, United States",https://maps.google.com/?cid=18194735027692723637,http://bobalustteahouse.com/,4.2,115.0,,5,5,OK,OK,1,
BID|PR0087133,bobalust,Bobalust,MilkTea,BOBALUST TEA HOUSE,98188,"BOBALUST TEA HOUSE, 319 TUKWILA PKWY, TUKWILA, WA, 98188",ChIJl0-WCtVckFQRKnzjnmUYsP0,BobaLust Tea House,"319 Tukwila Pkwy, Tukwila, WA 98188, United States",https://maps.google.com/?cid=18280137712233315370,http://bobalustteahouse.com/,4.5,748.0,1.0,5,5,OK,OK,1,
BID|PR0091843,bober_tea_mochi_dough,Bober Tea & Mochi Dough,MilkTea,Bober Tea & Mochi Dough,98102,"Bober Tea & Mochi Dough, 605 BROADWAY E, SEATTLE, WA, 98102",ChIJP1hHXAAVkFQRQdD2HVH5-4M,Yumm Mochi,"605 Broadway E, Seattle, WA 98102, United States",https://maps.google.com/?cid=9510469164913315905,http://www.yummmochi.com/,4.6,294.0,,5,5,OK,OK,1,
MANUAL|CHACO_COFFEE_TEA_SEATTLE_98109,chaco_coffee_tea,Chaco Coffee & Tea,MilkTea,CHACO COFFEE & TEA,98109,"CHACO COFFEE & TEA, 100 4TH AVE N STE 165, SEATTLE, WA, 98109",ChIJdxfOMSYVkFQRT283uS_dls4,Chaco Coffee & Tea,"100 4th Ave N ste 165, Seattle, WA 98109, United States",https://maps.google.com/?cid=14886328815360372559,https://chacoffeeandtea.com/,4.8,246.0,,5,5,OK,OK,1,
BID|PR0085053,chaco_coffee_tea,Chaco Coffee & Tea,MilkTea,CHACO COFFEE AND TEA,98109,"CHACO COFFEE AND TEA, 140 4TH AVE N STE 165, SEATTLE, WA, 98109",ChIJdxfOMSYVkFQRT283uS_dls4,Chaco Coffee & Tea,"100 4th Ave N ste 165, Seattle, WA 98109, United States",https://maps.google.com/?cid=14886328815360372559,https://chacoffeeandtea.com/,4.8,246.0,,5,5,OK,OK,1,
MANUAL|CHAYAN_SEATTLE_98105,chayan,Chayan,MilkTea,CHAYAN,98105,"CHAYAN, 4106 BROOKLYN AVE NE SUITE 103A, SEATTLE, WA, 98105",ChIJyUKPLcAVkFQR50llYBwKOsY,CHAYAN 茶宴,"4106 Brooklyn Ave NE Suite 103A, Seattle, WA 98105, United States",https://maps.google.com/?cid=14283740285151562215,,4.2,66.0,,5,5,OK,OK,1,
BID|PR0089923,chicha_san_chen,Chicha San Chen,MilkTea,CHICHA SAN CHEN,98004,"CHICHA SAN CHEN, 400 BELLEVUE SQ STE 188, BELLEVUE, WA, 98004",ChIJG7hjCUZtkFQR18zhUHvgKpw,CHICHA San Chen（Bellevue Square）,"188 Bellevue Square, Bellevue, WA 98004, United States",https://maps.google.com/?cid=11253053439181180119,http://chichasanchenwa.com/,4.2,829.0,2.0,5,5,OK,OK,1,
BID|PR0092458,chicha_san_chen,Chicha San Chen,MilkTea,Chicha San Chen,98188,"Chicha San Chen, 17480 SOUTHCENTER PKWY, TUKWILA, WA, 98188",ChIJuShFmJpdkFQRycy8x-m_lzM,CHICHA San Chen 吃茶三千 ( Tukwila),"17480 Southcenter Pkwy, Tukwila, WA 98188, United States",https://maps.google.com/?cid=3717651028216958153,https://chichasanchenwa.com/,4.8,339.0,,5,5,OK,OK,1,
BID|PR0092784,choo_tea,Choo Tea,PureTea,CHOO TEA,98004,"CHOO TEA, 155 108th AVE NE 101, BELLEVUE, WA, 98004",ChIJPwQIGfZtkFQRgy4vLW1y5ho,Choo Tea Bellevue,"155 108th Ave NE #101, Bellevue, WA 98004, United States",https://maps.google.com/?cid=1938362502864645763,,4.6,101.0,,5,5,OK,OK,1,
